2.364110096726241466e+02,8.867385127158743385e-01
1.020823584785207032e+02,4.190595539556424276e-01
1.814815920308379305e+02,7.531454985755071663e-01
1.758628965682096918e+02,7.386760999876409439e-01
1.436975380691387159e+02,2.205740351723435855e-01
1.072362829656892131e+02,5.065590213925749152e-01
1.459900311485528164e+02,6.566502454327054483e-01
1.948062381919583856e+02,7.866870438509758756e-01
1.077025016492457183e+02,3.607671241615078017e-01
1.265248053609642227e+02,2.761928380524386606e-01
1.502003010665294767e+02,6.689196259504142095e-01
1.793185077876359799e+02,7.476008369117723706e-01
1.052123600996247319e+02,3.789327898333835209e-01
1.589227347869276628e+02,1.769412408731366182e-01
2.218836664641160041e+02,8.524186115916831952e-01
1.021188293807628042e+02,4.180576168700178563e-01
1.084260043286006692e+02,5.142010804219840914e-01
1.881950327004436190e+02,7.701680847258624008e-01
1.406373730417628849e+02,6.405520936314246239e-01
1.570112336341165360e+02,6.881728953926177228e-01
1.290771087340807242e+02,2.672572965901709452e-01
1.118270048164698665e+02,5.331583790620526564e-01
1.459823336633032227e+02,6.566275194760657907e-01
1.246850155467809032e+02,2.828400174378397081e-01
1.373839778635468463e+02,2.399639416767489486e-01
2.359829663187400115e+02,8.857346746635484935e-01
1.082815435628097305e+02,5.133087130168114687e-01
1.180597881010742611e+02,3.086633398643272574e-01
2.407978011468138675e+02,8.970029598063394838e-01
2.302868396800284927e+02,8.723354810310349761e-01
1.146097207966829075e+02,5.466347628856781382e-01
2.026880368092786568e+02,8.061090745514717382e-01
1.339481467309892082e+02,2.509656866731034830e-01
1.147560520978540382e+02,3.230970820737455451e-01
1.472264887373159752e+02,6.602862639782169918e-01
1.910498640137585085e+02,7.773289137906447266e-01
1.941508970775204261e+02,7.850594335024739800e-01
1.019443201149782823e+02,4.236065016977520470e-01
2.043685884090997433e+02,8.102160790087679088e-01
1.924169104440077263e+02,7.807427590140102458e-01
2.202433099901040237e+02,8.485079953767580285e-01
1.718776154243046506e+02,7.282725208911549064e-01
1.389013718925793910e+02,6.351906037713829223e-01
1.187374554884589770e+02,5.645492971491637979e-01
1.033177655572950187e+02,3.978262132493944891e-01
2.217527340917516767e+02,8.521067539662227075e-01
2.330865891243364274e+02,8.789310694042539174e-01
1.138874163741739238e+02,3.271367797899725760e-01
1.104905120180493583e+02,3.442910882755148005e-01
1.048652752046976104e+02,4.884910028689812833e-01
1.024027730141370114e+02,4.587393143889978431e-01
2.401825909868642270e+02,8.955659700886565711e-01
1.371379129307322557e+02,2.407402021418763027e-01
1.825778716540119149e+02,1.144602908924167023e-01
1.056606184281877319e+02,4.951149721467477116e-01
1.364063756942808254e+02,2.430581673770630668e-01
1.037161000571520475e+02,3.931750276662879795e-01
1.596035648104486597e+02,6.953364184452498487e-01
1.529423155393912452e+02,6.767519394017034173e-01
1.100981130670805612e+02,3.464486334819113500e-01
1.119985540043609973e+02,5.340321844439194221e-01
1.073096509760170960e+02,5.070512614710079857e-01
1.308154591096459001e+02,6.090660945487162969e-01
1.200923806752481653e+02,3.003694548844673129e-01
1.205614783667272718e+02,5.718966780484351364e-01
2.348664536572667316e+02,8.831142866200072383e-01
1.049685265463953385e+02,4.893937223675640658e-01
2.104050832387680998e+02,8.248790301748432086e-01
1.019631128865013494e+02,4.475154924083429853e-01
1.050786878925634795e+02,3.800627261557405490e-01
1.329229103819700128e+02,6.160826896244518958e-01
1.388848618286862120e+02,6.351392477304796946e-01
1.966818449270853080e+02,7.913340520575224968e-01
1.243290757944870393e+02,2.841482145932442416e-01
1.062149848889671233e+02,4.993547039078019001e-01
1.170816574912915797e+02,5.576033593673465072e-01
1.668067373618071372e+02,7.148432114450472552e-01
1.746493519667879184e+02,1.348830174035470231e-01
2.402144514890066773e+02,8.956404086378728646e-01
1.036025432219716151e+02,4.759556111927544242e-01
1.146360472387238332e+02,3.236482734374068748e-01
2.029684778419424163e+02,8.067952178130072260e-01
1.606389566103288757e+02,6.981750191179311171e-01
2.261092569202828884e+02,8.624574776191625824e-01
1.071246313259183296e+02,3.646002437364109783e-01
1.136646486621091015e+02,5.422119734683920056e-01
1.171355320932933637e+02,5.578339753366706733e-01
2.353567211443359213e+02,8.842652669728365833e-01
1.650469230161121175e+02,1.602770048049025897e-01
1.104416039129228864e+02,3.445576154297455007e-01
1.334081300940278538e+02,2.527288249202768178e-01
1.166225026434635339e+02,3.147798855121254347e-01
1.048350376998788960e+02,4.882238994210525984e-01
1.032917605327803869e+02,3.981494936752394409e-01
1.022109859752463734e+02,4.157531734475777840e-01
1.902673785951070897e+02,7.753705125810491650e-01
2.183621206534090788e+02,8.440134678486654884e-01
1.665179365415029338e+02,1.563329046796351207e-01
1.291126563757233612e+02,2.671349740922881466e-01
1.394569915864093730e+02,6.369148134592405031e-01
