ingresos_cliente,anualidad_prestamo,años_casa_propia,telefono_trab,evaluacion_ciudad,score_1,score_2,score_3,score_social,cambio_telefono,moroso
12600.0,3569.4,12.157323818874069,1,2.0,0.057152865,0.527227397,0.5131714918568087,0.1174278550927779,2545.0,0
9000.0,2722.188350749274,7.0,0,2.0,0.657661144,0.285897872,0.614414378,0.2227,495.0,0
15750.0,4477.5,12.0,0,2.0,0.5012129250527902,0.695422973,0.5131714918568087,0.1174278550927779,1212.0,0
9000.0,1309.05,12.157323818874069,0,3.0,0.5012129250527902,0.155973491,0.5131714918568087,0.1174278550927779,515.0,0
7650.0,1125.0,12.157323818874069,0,2.0,0.294328138,0.152075732,0.5131714918568087,0.1174278550927779,162.0,0
15750.0,1286.55,12.157323818874069,0,2.0,0.496791911,0.638648944,0.5131714918568087,0.1174278550927779,1750.0,0
18000.0,3119.4,4.0,0,2.0,0.210866525,0.170437819,0.5131714918568087,0.1174278550927779,969.0,0
15750.0,3428.1,8.0,1,2.0,0.514391778,0.540711001,0.5131714918568087,0.0186,2421.0,0
22500.0,2722.188350749274,12.157323818874069,0,2.0,0.61744649,0.774146409,0.5131714918568087,0.2044,0.0,0
16855.246324152788,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.557860084,0.5131714918568087,0.1174278550927779,0.0,0
24750.0,784.35,29.0,0,2.0,0.406598314,0.556678542,0.5131714918568087,0.0619,7.0,0
29250.0,6246.45,12.157323818874069,1,1.0,0.857409301,0.727486189,0.5131714918568087,0.1174278550927779,3614.0,0
44550.0,2722.188350749274,12.157323818874069,0,3.0,0.731112198,0.687332503,0.5131714918568087,0.1174278550927779,0.0,0
27000.0,2673.9,12.157323818874069,0,1.0,0.5012129250527902,0.774092877,0.5131714918568087,0.2464,2083.0,0
18000.0,2167.2,12.157323818874069,0,1.0,0.5012129250527902,0.665221204,0.5131714918568087,0.033,1410.0,0
16650.0,3302.55,22.0,0,2.0,0.5012129250527902,0.684586181,0.5131714918568087,0.1174278550927779,2246.0,0
18000.0,3766.95,1.0,0,2.0,0.477574355,0.628552112,0.5131714918568087,0.0862,1581.0,0
22500.0,5481.9,3.0,1,2.0,0.5012129250527902,0.689026503,0.5131714918568087,0.0907,261.0,0
36000.0,2722.188350749274,12.157323818874069,0,2.0,0.726777335,0.116128921,0.5131714918568087,0.1174278550927779,207.0,0
22500.0,5768.55,5.0,1,2.0,0.578561846,0.591656169,0.5131714918568087,0.1174278550927779,824.0,0
16855.246324152788,3227.4,6.0,0,2.0,0.757627497,0.6054064,0.5131714918568087,0.1174278550927779,1647.0,0
11250.0,3780.0,12.157323818874069,1,2.0,0.595702046,0.580798748,0.5131714918568087,0.1174278550927779,639.0,0
16855.246324152788,2263.5,13.0,0,2.0,0.185522689,0.341467035,0.5131714918568087,0.0825,527.0,0
18000.0,3655.35,6.0,1,1.0,0.5012129250527902,0.644902846,0.5131714918568087,0.2464,0.0,0
10800.0,675.0,12.157323818874069,0,2.0,0.65007309,0.318589233,0.5131714918568087,0.1174278550927779,629.0,0
15750.0,1204.2,10.0,0,2.0,0.628988612,0.630515601,0.5131714918568087,0.4268,1015.0,0
18000.0,5371.65,12.157323818874069,1,2.0,0.337253602,0.516221934,0.5131714918568087,0.0928,285.0,0
10350.0,805.05,12.157323818874069,0,2.0,0.5012129250527902,0.5186248226373849,0.5131714918568087,0.0742,511.0,0
22500.0,5245.2,9.0,0,2.0,0.583871866,0.703741051,0.5131714918568087,0.0608,1262.0,0
16855.246324152788,1462.05,12.157323818874069,1,2.0,0.5012129250527902,0.612918928,0.5131714918568087,0.133,1744.0,0
33750.0,2722.188350749274,12.157323818874069,1,1.0,0.5012129250527902,0.573813778,0.5131714918568087,0.1174278550927779,0.0,0
10800.0,1709.55,12.157323818874069,1,1.0,0.5012129250527902,0.780557426,0.5131714918568087,0.0371,3355.0,0
21600.0,2722.188350749274,18.0,0,2.0,0.633985136,0.5186248226373849,0.5131714918568087,0.0825,861.0,0
15750.0,2975.4,12.157323818874069,0,2.0,0.337822854,0.231141205,0.5131714918568087,0.1174278550927779,27.0,0
15750.0,4796.55,12.157323818874069,0,3.0,0.603866757,0.32536795,0.5131714918568087,0.0598,1667.0,0
15750.0,2722.188350749274,12.157323818874069,1,3.0,0.5012129250527902,0.611704221,0.5131714918568087,0.0907,1588.0,0
9900.0,3163.05,14.0,0,2.0,0.411716211,0.629251299,0.5131714918568087,0.1174278550927779,966.0,0
13500.0,3618.45,65.0,0,2.0,0.711950639,0.681698803,0.5131714918568087,0.1174278550927779,1769.0,0
22500.0,3883.95,1.0,0,2.0,0.5012129250527902,0.765851667,0.5131714918568087,0.0144,1435.0,0
18000.0,3451.05,6.0,0,2.0,0.579117819,0.743716237,0.5131714918568087,0.0928,2406.0,0
6750.0,892.35,12.157323818874069,0,2.0,0.5012129250527902,0.446803342,0.5131714918568087,0.1174278550927779,787.0,0
22500.0,4104.9,12.157323818874069,0,1.0,0.5012129250527902,0.409013323,0.5131714918568087,0.2216,39.0,0
36000.0,2201.85,8.0,0,3.0,0.208725548,0.615328592,0.5131714918568087,0.1639,1502.0,0
17100.0,3780.0,12.157323818874069,0,3.0,0.680281265,0.413121397,0.5131714918568087,0.1174278550927779,377.0,0
18000.0,2722.188350749274,9.0,0,2.0,0.403175563,0.548347185,0.5131714918568087,0.0598,880.0,0
27000.0,2722.188350749274,2.0,1,1.0,0.63165392,0.582751428,0.5131714918568087,0.1174278550927779,2749.0,0
16855.246324152788,2700.0,12.157323818874069,0,2.0,0.5012129250527902,0.555561151,0.5131714918568087,0.1174278550927779,0.0,0
11250.0,2722.188350749274,15.0,1,3.0,0.5012129250527902,0.285897872,0.5131714918568087,0.1174278550927779,1189.0,0
24750.0,3318.3,12.157323818874069,0,1.0,0.662235579,0.71736196,0.5131714918568087,0.0278,1670.0,0
22500.0,2722.188350749274,1.0,1,2.0,0.098919157,0.718331936,0.457899551,0.1174278550927779,171.0,0
9000.0,2333.7,12.157323818874069,0,3.0,0.132832905,0.665099444,0.5131714918568087,0.1174278550927779,782.0,0
20250.0,3993.3,12.157323818874069,0,3.0,0.411722634,0.610394521,0.5131714918568087,0.0247,6.0,0
44100.0,4850.1,6.0,1,2.0,0.749379619,0.325987457,0.5131714918568087,0.0763,453.0,0
15750.0,4065.75,4.0,0,3.0,0.505964787,0.580857312,0.5131714918568087,0.0928,1222.0,0
18000.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.038011104,0.5131714918568087,0.1174278550927779,0.0,0
9450.0,2722.188350749274,12.157323818874069,0,2.0,0.357150273,0.36969171,0.579727423,0.1174278550927779,939.0,0
49500.0,2722.188350749274,5.0,1,3.0,0.132735187,0.5186248226373849,0.5131714918568087,0.1433,0.0,0
22500.0,2722.188350749274,12.157323818874069,1,2.0,0.5012129250527902,0.634475236,0.089630669,0.1174278550927779,962.1060562474618,0
24750.0,4106.25,12.0,1,1.0,0.5012129250527902,0.73426046,0.5131714918568087,0.1639,2159.0,0
15750.0,2722.188350749274,12.157323818874069,1,2.0,0.5012129250527902,0.59593377,0.5131714918568087,0.2165,196.0,0
9540.0,1650.6,12.157323818874069,0,3.0,0.671369414,0.523508589,0.5131714918568087,0.0825,2256.0,0
11250.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.598143378,0.5131714918568087,0.1174278550927779,448.0,0
5400.0,787.5,12.157323818874069,1,2.0,0.5012129250527902,0.540683847,0.5131714918568087,0.1174278550927779,607.0,0
31500.0,4533.3,12.157323818874069,1,2.0,0.5012129250527902,0.574973831,0.5131714918568087,0.0619,3066.0,0
13500.0,1731.6,12.157323818874069,0,3.0,0.5012129250527902,0.626093055,0.5131714918568087,0.1876,962.1060562474618,0
16855.246324152788,2752.2,12.157323818874069,1,2.0,0.68065413,0.676758145,0.5131714918568087,0.3629,860.0,0
18000.0,1237.5,11.0,0,2.0,0.245654195,0.564408348,0.5131714918568087,0.2093,1315.0,0
18000.0,2534.85,12.157323818874069,1,2.0,0.5012129250527902,0.5213808,0.5131714918568087,0.0443,1427.0,0
10350.0,1187.1,12.157323818874069,0,2.0,0.5012129250527902,0.607108117,0.5131714918568087,0.0278,2718.0,0
6750.0,1012.5,15.0,0,2.0,0.5012129250527902,0.272425767,0.5131714918568087,0.0247,1856.0,0
11250.0,2722.188350749274,12.157323818874069,0,2.0,0.56044426,0.487162967,0.289611238,0.1174278550927779,962.1060562474618,0
20250.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.44867963,0.5131714918568087,0.1174278550927779,1331.0,0
13500.0,1390.5,12.157323818874069,0,3.0,0.5012129250527902,0.184769174,0.5131714918568087,0.0606,319.0,0
9000.0,900.0,12.157323818874069,0,2.0,0.427574395,0.731610921,0.5131714918568087,0.1174278550927779,361.0,0
8100.0,2722.188350749274,12.157323818874069,0,3.0,0.5012129250527902,0.73565338,0.418854289,0.1174278550927779,1569.0,0
27000.0,3190.95,15.0,0,2.0,0.5012129250527902,0.638058292,0.5131714918568087,0.1174278550927779,726.0,0
17505.0,2189.7,12.157323818874069,1,2.0,0.5012129250527902,0.58484488,0.5131714918568087,0.0711,2040.0,0
8550.0,1084.95,12.157323818874069,0,2.0,0.5012129250527902,0.707031203,0.5131714918568087,0.1174278550927779,3098.0,0
15750.0,2722.188350749274,15.0,0,3.0,0.5012129250527902,0.5186248226373849,0.686382335,0.066,1946.0,0
20250.0,1163.25,12.157323818874069,0,2.0,0.5012129250527902,0.50805939,0.5131714918568087,0.1174278550927779,1821.0,0
15750.0,2722.188350749274,14.0,0,2.0,0.5012129250527902,0.120119581,0.75574005,0.1174278550927779,684.0,0
5400.0,1995.3,12.157323818874069,0,2.0,0.5012129250527902,0.129133854,0.5131714918568087,0.1174278550927779,361.0,0
22500.0,2218.05,23.0,0,3.0,0.435721552,0.5186248226373849,0.5131714918568087,0.0784,1654.0,0
16855.246324152788,2683.35,10.0,0,2.0,0.705156709,0.501177264,0.5131714918568087,0.1237,2656.0,0
10350.0,2732.4,12.157323818874069,0,2.0,0.5012129250527902,0.5186248226373849,0.5131714918568087,0.1155,2607.0,0
40500.0,9144.0,7.0,0,2.0,0.294561358,0.576554875,0.5131714918568087,0.1174278550927779,1608.0,0
9000.0,2722.188350749274,12.157323818874069,1,3.0,0.160365064,0.272278423,0.5131714918568087,0.1174278550927779,2183.0,0
16855.246324152788,1624.5,12.157323818874069,0,2.0,0.226386075,0.342027829,0.5131714918568087,0.0021,1210.0,0
12600.0,1912.5,12.157323818874069,1,2.0,0.5012129250527902,0.41165886,0.5131714918568087,0.1351,30.0,0
22050.0,2722.188350749274,2.0,0,2.0,0.761516263,0.707076497,0.554946769,0.1174278550927779,3157.0,0
15750.0,4729.05,12.157323818874069,1,2.0,0.5012129250527902,0.51038749,0.5131714918568087,0.1237,839.0,0
33750.0,10259.1,12.157323818874069,0,2.0,0.799898124,0.724929619,0.5131714918568087,0.1639,2340.0,0
15750.0,3937.05,12.157323818874069,0,3.0,0.5012129250527902,0.566063487,0.5131714918568087,0.0082,0.0,0
18000.0,4854.6,3.0,0,3.0,0.5012129250527902,0.411870726,0.5131714918568087,0.0619,0.0,0
11250.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.272456109,0.716570245,0.1174278550927779,96.0,0
42750.0,5935.5,3.0,0,2.0,0.5012129250527902,0.709394567,0.5131714918568087,0.0732,243.0,0
18000.0,2722.188350749274,4.0,0,2.0,0.427472713,0.596818085,0.347418227,0.1174278550927779,1815.0,0
18000.0,4117.5,6.0,0,2.0,0.188508932,0.731366101,0.5131714918568087,0.0825,4.0,0
31500.0,3127.95,1.0,1,2.0,0.5012129250527902,0.653027628,0.5131714918568087,0.0722,1713.0,0
16855.246324152788,2525.4,5.0,0,2.0,0.5012129250527902,0.403722373,0.5131714918568087,0.1174278550927779,1988.0,0
67500.0,2221.65,8.0,1,2.0,0.791667704,0.792725111,0.5131714918568087,0.4186,3356.0,0
16855.246324152788,2722.5,12.157323818874069,0,2.0,0.460649098,0.656586445,0.5131714918568087,0.3711,235.0,0
7650.0,2167.2,12.157323818874069,0,1.0,0.5012129250527902,0.281719785,0.5131714918568087,0.066,413.0,0
15750.0,2873.7,11.0,0,2.0,0.396764708,0.601424091,0.5131714918568087,0.1174278550927779,0.0,0
22500.0,2444.85,3.0,0,2.030038427084816,0.5012129250527902,0.733205216,0.5131714918568087,0.0186,2525.0,0
